Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,SatisfactionScore,CLTV,HasInternet
0,0,0,0,1,1,1,0,0,0,0,0,Month-to-month,1,Electronic check,1,51,0,6,,1,3263,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),1,32,0,3,,3,2054,1
1,1,0,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,71,0,35,,1,2074,1
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,80,0,2,Offer E,2,5900,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),1,21,0,1,,3,3700,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,36,0,1,,3,3571,1
1,1,0,0,1,0,1,0,0,1,1,1,Month-to-month,0,Credit card (automatic),1,66,0,8,,1,5084,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,53,0,7,,3,4489,0
0,0,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,57,0,2,,2,3391,1
0,0,0,0,1,0,0,0,0,0,1,1,Month-to-month,0,Electronic check,1,30,0,1,Offer E,2,2627,1
1,1,1,0,0,0,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,73,0,44,,1,4829,0
1,0,0,0,1,1,1,0,1,1,1,1,Two year,1,Electronic check,1,30,0,71,Offer A,1,5200,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,51,0,1,Offer E,3,5367,1
1,1,1,0,1,1,0,1,1,0,1,1,One year,1,Electronic check,1,77,0,62,,1,5052,1
1,0,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,41,0,1,Offer E,3,5228,1
0,1,1,0,1,1,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,76,0,33,,2,3601,1
0,0,0,0,1,1,0,1,0,1,0,0,Month-to-month,0,Credit card (automatic),1,28,0,35,Offer C,2,2455,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,61,0,34,Offer C,2,2318,1
0,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,65,0,4,Offer E,2,5419,1
0,0,0,0,1,0,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,46,0,7,Offer E,2,3077,1
1,1,1,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,75,0,27,,1,2377,1
0,0,0,0,1,1,0,0,0,1,0,1,Month-to-month,1,Electronic check,1,33,0,18,,1,4260,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,26,0,2,,1,5225,1
1,0,1,0,1,1,1,0,0,0,1,1,Month-to-month,1,Credit card (automatic),1,39,0,32,Offer C,1,5026,1
1,0,1,0,1,0,0,0,1,0,0,1,Month-to-month,0,Electronic check,1,53,0,18,,1,2989,1
1,0,1,0,1,0,0,0,0,0,0,1,One year,0,Credit card (automatic),1,27,0,12,,1,2595,1
1,1,0,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,75,0,8,Offer E,1,5906,1
1,0,1,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,62,0,26,Offer C,3,2404,1
0,1,1,0,1,0,1,0,0,1,1,0,Month-to-month,1,Mailed check,1,68,0,3,Offer E,1,4486,1
0,1,0,0,1,0,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,71,0,8,Offer E,1,5662,1
1,0,1,0,1,0,1,1,0,0,0,0,Month-to-month,1,Electronic check,1,44,0,38,,1,2405,1
1,1,0,0,1,0,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),1,74,0,14,,3,4777,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,37,0,32,,2,2356,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,50,0,1,Offer E,3,5881,0
1,1,0,0,0,0,0,0,1,1,0,1,Month-to-month,1,Electronic check,1,77,0,12,,1,2437,0
0,0,0,0,0,0,0,0,1,0,0,1,Month-to-month,0,Electronic check,1,55,0,5,Offer E,2,2863,0
1,0,1,0,1,1,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),1,58,0,40,Offer B,3,3099,1
0,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,26,0,5,Offer E,3,3937,1
0,0,0,0,1,0,1,0,0,0,1,0,Month-to-month,1,Mailed check,1,40,0,10,,1,5686,1
1,0,1,0,1,0,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),1,49,0,2,Offer E,1,3851,1
1,0,0,0,1,1,0,0,0,1,1,0,Month-to-month,1,Electronic check,1,21,0,23,,2,4359,1
0,0,0,0,1,1,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),1,64,0,23,,2,4650,1
1,0,1,0,1,1,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),1,54,0,49,Offer B,2,5157,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),1,46,0,2,,1,5667,1
0,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),1,42,0,2,Offer E,1,2960,1
1,0,0,0,1,1,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),1,32,0,7,Offer E,1,2561,1
0,0,0,0,1,1,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),1,23,0,41,Offer B,1,3038,1
1,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,51,0,2,Offer E,3,3533,1
0,1,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Electronic check,1,73,0,13,,1,2995,1
0,1,0,0,1,0,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),1,68,0,11,,2,2202,1
1,1,1,0,1,1,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),1,74,0,17,,3,5508,1
1,0,1,0,1,0,0,0,0,0,1,1,One year,1,Electronic check,1,63,0,25,,3,5801,1
1,0,1,0,1,0,0,1,1,0,0,0,Month-to-month,1,Mailed check,1,21,0,3,Offer E,1,2539,1
0,0,0,0,1,0,1,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),1,59,0,4,Offer E,1,4249,1
0,0,1,0,1,1,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),1,62,0,37,,3,3982,1
0,0,0,0,0,0,0,0,0,0,1,1,One year,1,Credit card (automatic),1,27,0,19,,3,5182,0
1,1,1,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,65,0,39,,3,4687,1
1,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,0,Mailed check,1,23,0,7,Offer E,3,3331,1
0,0,1,0,1,1,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),1,51,0,14,Offer D,1,4049,1
0,1,1,0,1,1,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),1,73,0,11,,3,4553,1
1,0,0,0,0,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,38,0,1,,1,3958,0
0,0,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,32,0,2,Offer E,2,2414,1
1,0,1,0,1,0,0,0,1,0,1,1,Month-to-month,1,Mailed check,1,54,0,13,Offer D,1,5295,1
0,1,1,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,74,0,3,Offer E,2,3834,1
1,0,0,0,0,0,0,1,0,0,0,0,Month-to-month,1,Mailed check,1,41,0,1,Offer E,2,3605,0
0,0,0,0,1,1,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),1,57,0,12,Offer D,3,5671,1
1,0,1,0,1,0,0,1,0,0,1,1,One year,1,Electronic check,1,33,0,60,Offer B,2,4990,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,32,0,1,Offer E,2,3874,0
0,0,0,0,1,1,0,1,1,1,1,1,Month-to-month,1,Credit card (automatic),1,55,0,6,Offer E,1,5750,1
1,0,0,0,1,0,0,0,1,1,1,1,Month-to-month,1,Electronic check,1,42,0,15,Offer D,2,3025,1
1,1,0,0,1,0,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),1,80,0,21,,1,4716,1
0,0,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,19,0,1,Offer E,3,4611,1
1,0,0,0,1,1,0,0,1,0,1,0,Month-to-month,1,Electronic check,1,31,0,7,Offer E,2,5356,1
1,0,1,0,1,0,0,1,0,0,1,1,One year,1,Bank transfer (automatic),1,48,0,53,Offer B,3,5414,1
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,26,0,1,Offer E,3,2548,1
0,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,34,0,1,Offer E,2,2502,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,58,0,17,Offer D,2,3368,1
0,0,1,0,1,1,0,0,0,1,0,1,Month-to-month,1,Electronic check,1,62,0,11,Offer D,1,2860,1
1,0,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),1,58,0,19,Offer D,1,4857,1
0,0,1,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,37,0,3,Offer E,1,3212,1
1,0,0,0,1,1,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),1,40,0,24,,2,5927,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,30,0,2,,1,2101,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,47,0,1,,2,3706,1
0,0,1,0,0,0,0,0,0,1,1,1,Month-to-month,1,Electronic check,1,36,0,16,Offer D,1,4840,0
1,0,1,0,1,0,0,0,0,0,1,0,Month-to-month,0,Electronic check,1,36,0,34,,3,2777,1
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,44,0,3,,2,4428,1
0,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,76,0,16,,2,5913,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,49,0,1,,3,4568,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),1,47,0,15,Offer D,1,5379,0
0,0,0,0,1,1,0,0,0,1,1,0,Month-to-month,0,Electronic check,1,46,0,11,Offer D,1,5250,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,23,0,1,,1,4094,1
0,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,0,Electronic check,1,53,0,1,,1,3940,1
0,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,54,0,7,,1,3830,1
0,0,0,0,0,0,0,0,0,1,0,0,Month-to-month,1,Electronic check,1,53,0,2,,2,2860,0
0,1,0,0,1,0,0,1,0,0,1,1,One year,0,Credit card (automatic),1,73,0,46,,2,3180,1
0,1,1,0,1,1,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),1,70,0,68,Offer A,1,5651,1
1,0,1,0,1,1,1,1,1,0,1,1,One year,1,Electronic check,1,43,0,59,Offer B,1,4601,1
1,1,1,0,1,0,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,75,0,7,Offer E,2,3077,1
1,0,1,0,1,0,1,0,0,0,0,0,Month-to-month,0,Electronic check,1,20,0,8,,1,2587,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,35,0,6,,2,2087,1
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,41,0,11,Offer D,1,3200,1
1,1,1,0,1,1,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),1,74,0,15,,1,4981,1
0,0,0,0,1,1,1,1,1,1,1,1,One year,0,Credit card (automatic),1,30,0,70,Offer A,1,4838,1
1,1,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,76,0,16,,3,2508,1
0,0,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,27,0,18,,3,3326,1
0,0,1,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,35,0,34,,2,3979,1
1,0,1,0,1,1,0,1,1,1,1,1,Month-to-month,1,Electronic check,1,54,0,47,Offer B,2,5863,1
0,0,1,0,1,1,0,1,1,1,0,0,One year,1,Electronic check,1,50,0,39,,2,3849,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,42,0,1,Offer E,2,5687,0
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,34,0,4,Offer E,1,4133,0
0,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,75,0,1,Offer E,2,4371,1
1,0,1,0,1,1,0,0,1,0,1,1,One year,1,Bank transfer (automatic),1,33,0,59,Offer B,3,6098,1
0,1,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,74,0,1,,1,5688,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,44,0,2,,1,5704,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,35,0,1,Offer E,2,4103,0
1,0,1,0,1,1,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),1,28,0,66,Offer A,1,5723,1
1,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),1,58,0,3,Offer E,1,3335,1
0,0,1,0,1,1,0,0,1,0,0,1,Month-to-month,1,Electronic check,1,49,0,14,,2,4786,1
1,0,1,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,38,0,10,,1,5640,1
0,0,0,0,1,1,0,0,0,1,1,0,Month-to-month,1,Electronic check,1,47,0,18,,3,5727,1
0,0,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,34,0,9,Offer E,2,2893,1
0,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,73,0,13,,1,2230,1
1,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,0,Electronic check,1,28,0,4,Offer E,1,5048,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,43,0,4,,1,5094,1
1,0,1,0,0,0,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),1,23,0,59,Offer B,2,4324,0
1,0,1,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,63,0,10,,2,5146,1
0,1,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,69,0,1,,3,4363,1
1,0,0,0,1,0,0,0,1,0,1,1,One year,1,Mailed check,1,39,0,5,,2,2673,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,51,0,1,,2,2041,1
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,19,0,22,,1,2159,1
0,1,1,0,1,1,0,1,1,0,0,1,Month-to-month,1,Electronic check,1,75,0,34,,1,3369,1
1,0,1,0,1,1,0,0,1,0,1,1,One year,1,Electronic check,1,34,0,41,,2,2041,1
0,0,0,0,1,1,0,0,1,0,1,1,One year,1,Credit card (automatic),1,39,0,64,,1,5452,1
0,1,0,0,1,0,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),1,65,0,4,,1,2268,1
0,0,0,0,0,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,27,0,18,,2,2649,0
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,20,0,1,,1,2567,1
0,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,77,0,2,,3,4193,1
0,0,1,0,1,0,0,0,1,0,1,0,Month-to-month,1,Electronic check,1,36,0,15,,1,4003,1
1,1,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),1,67,0,9,,2,5745,1
1,0,1,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,62,0,15,,2,2055,1
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,37,0,1,,3,2928,1
1,0,0,0,1,1,0,0,0,1,1,1,Month-to-month,1,Mailed check,1,20,0,12,,1,5598,1
0,0,0,0,1,1,0,0,1,0,1,0,Month-to-month,1,Electronic check,1,50,0,2,,1,5100,1
0,1,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),1,78,0,5,,1,4028,1
1,0,0,0,1,1,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),1,28,0,4,,2,5436,1
0,0,1,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,61,0,16,,1,3794,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,53,0,1,,2,5636,0
1,0,0,0,1,1,0,1,1,0,0,0,Month-to-month,1,Electronic check,1,30,0,5,,1,2264,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,19,0,4,,1,4494,1
1,0,0,0,1,1,0,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),1,27,0,37,,1,3066,1
1,0,1,0,1,1,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,36,0,13,,1,3687,1
0,0,0,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,35,0,24,,1,4016,1
1,0,1,0,1,1,1,1,0,0,1,1,One year,1,Electronic check,1,52,0,61,,1,4334,1
1,0,0,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,21,0,41,,1,3316,1
1,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,65,0,22,Offer D,1,4458,1
0,0,0,0,1,0,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),1,47,0,2,Offer E,1,5855,1
1,1,0,0,1,1,0,1,0,0,1,0,Month-to-month,1,Electronic check,1,74,0,19,Offer D,1,5683,1
0,0,1,0,1,0,0,0,0,0,0,0,One year,1,Mailed check,1,44,0,8,Offer E,3,2247,0
1,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,70,0,15,Offer D,3,2099,1
1,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,69,0,1,,1,3348,1
1,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Electronic check,1,62,0,17,,2,3182,1
0,1,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,76,0,1,,1,3884,0
0,0,0,0,0,0,1,1,0,0,0,1,Month-to-month,1,Electronic check,1,49,0,2,Offer E,2,4648,0
0,0,0,0,1,0,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),1,45,0,29,,1,5449,1
1,0,1,0,1,0,0,0,1,1,0,1,Month-to-month,0,Credit card (automatic),1,51,0,2,,2,3902,1
0,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,0,Electronic check,1,42,0,14,Offer D,2,4995,1
1,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,0,Electronic check,1,56,0,8,Offer E,2,3849,1
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,55,0,5,Offer E,2,2969,1
0,0,1,0,1,1,0,1,1,0,1,1,One year,1,Electronic check,1,50,0,63,,3,6144,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,58,0,1,Offer E,2,5930,1
0,0,1,0,1,0,1,1,1,0,1,1,One year,1,Bank transfer (automatic),1,44,0,53,,3,4471,1
0,0,0,0,1,0,0,1,0,1,1,0,Month-to-month,0,Electronic check,1,20,0,1,Offer E,3,4319,1
0,0,0,0,1,1,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),1,39,0,16,Offer D,1,5915,1
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,59,0,1,Offer E,1,2591,1
1,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,71,0,10,Offer D,1,5353,1
0,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,76,0,3,,3,4145,1
1,0,0,0,1,0,0,1,1,0,1,1,Month-to-month,0,Electronic check,1,62,0,66,Offer A,2,4001,1
0,0,1,0,1,0,0,0,1,1,1,1,One year,0,Bank transfer (automatic),1,38,0,17,Offer D,2,5160,1
0,0,0,0,1,0,0,0,0,1,1,0,Month-to-month,1,Mailed check,1,54,0,7,Offer E,3,4661,1
1,1,1,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,77,0,12,Offer D,2,5374,1
0,0,1,0,1,0,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),1,53,0,42,,1,5396,1
1,1,0,0,1,0,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,74,0,2,,2,2803,1
1,1,0,0,1,1,0,0,1,0,1,0,Month-to-month,1,Electronic check,1,77,0,1,,1,3106,1
1,0,0,0,1,0,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,33,0,30,,2,5654,1
0,0,0,0,1,1,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),1,51,0,15,Offer D,1,4780,1
1,1,1,0,1,0,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),1,76,0,13,Offer D,1,3861,1
1,0,1,0,1,1,0,1,1,0,0,0,One year,0,Electronic check,1,34,0,67,Offer A,2,4421,1
0,1,0,0,1,0,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,77,0,23,Offer D,2,2740,1
0,0,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,32,0,35,,1,5874,1
0,0,1,0,1,1,0,1,0,0,1,1,One year,1,Electronic check,1,21,0,56,,1,4886,1
0,0,1,0,1,0,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1,46,0,9,Offer E,3,5105,1
0,1,1,0,1,1,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1,80,0,17,Offer D,1,3209,1
1,0,0,0,1,1,0,1,1,0,1,1,One year,1,Credit card (automatic),1,55,0,48,,1,5898,1
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,68,0,17,,1,3797,1
0,0,0,0,1,1,1,1,1,0,1,1,Month-to-month,1,Mailed check,1,23,0,34,,1,3410,1
0,1,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,79,0,42,,2,4871,1
1,0,1,0,1,0,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),1,61,0,11,Offer D,1,3469,1
0,0,0,0,1,1,0,0,0,0,0,1,Month-to-month,0,Mailed check,1,30,0,1,Offer E,3,2850,1
1,1,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,65,0,1,,3,5001,1
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,19,0,3,Offer E,2,4903,1
1,0,1,0,1,1,1,0,1,0,1,1,Month-to-month,0,Credit card (automatic),1,37,0,50,,1,5536,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,32,0,5,Offer E,1,3965,1
1,0,1,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,44,0,51,,1,4747,1
0,0,0,0,1,1,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),1,57,0,46,,2,2712,1
1,1,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Mailed check,1,68,0,1,Offer E,2,3438,1
0,0,1,0,1,1,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),1,41,0,41,,1,4963,1
0,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,37,0,29,,2,3249,1
0,0,1,0,1,1,0,1,0,1,0,0,Month-to-month,1,Electronic check,1,35,0,26,,2,2039,1
0,0,0,0,0,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,31,0,1,Offer E,3,4476,0
1,0,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,46,0,3,Offer E,1,4934,1
0,0,1,0,1,1,0,1,1,0,1,1,One year,1,Credit card (automatic),1,41,0,66,Offer A,1,4688,1
0,0,1,0,1,1,1,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),1,22,0,21,Offer D,1,5570,1
1,0,0,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,59,0,1,,1,4214,1
1,0,0,0,1,0,0,0,1,1,1,1,Month-to-month,1,Electronic check,1,39,0,4,,2,3633,1
0,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,23,0,9,,1,5393,1
1,0,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,50,0,1,,2,4017,1
0,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,72,0,1,Offer E,1,3438,1
1,0,0,0,0,0,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,54,0,9,,1,5028,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,54,0,1,,2,5211,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,56,0,1,,2,3349,1
0,0,0,0,1,0,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),1,50,0,2,,2,4149,1
0,0,1,0,1,1,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),1,47,0,3,,1,2014,1
1,0,0,0,1,1,0,0,0,1,1,0,Month-to-month,1,Electronic check,1,40,0,14,Offer D,2,5463,1
0,1,0,0,1,1,1,1,1,0,1,1,Month-to-month,1,Electronic check,1,66,0,41,,1,3380,1
1,1,0,0,1,0,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,68,0,13,,1,5394,1
1,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,0,Electronic check,1,33,0,2,,3,5239,1
0,0,0,0,1,0,0,0,0,0,0,0,One year,0,Bank transfer (automatic),1,39,0,18,Offer D,3,4931,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,60,0,1,,1,2377,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,35,0,4,,3,5984,0
0,0,0,0,1,0,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),1,26,0,38,,2,2885,1
0,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),1,32,0,12,Offer D,3,4741,1
0,0,1,0,1,1,0,0,1,0,0,1,Month-to-month,0,Mailed check,1,20,0,19,Offer D,3,3046,1
0,0,0,0,1,1,1,0,0,0,1,1,Month-to-month,1,Electronic check,1,35,0,10,Offer D,1,5561,1
0,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,0,Electronic check,1,63,0,1,,2,5613,1
0,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,51,0,23,Offer D,1,5216,1
1,1,1,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,69,0,32,,1,4584,1
1,1,1,0,1,1,0,0,0,0,0,1,Month-to-month,0,Electronic check,1,76,0,32,,1,2712,1
0,0,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),1,44,0,31,,3,4198,1
1,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),1,47,0,19,Offer D,3,2251,1
1,1,1,0,0,0,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,70,0,57,,2,5172,0
