CustomerID,Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
5956-VKDTT,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,72,0,5,Offer E,Moreno Valley,California,92557,1,5273,Product dissatisfaction
9412-GHEEC,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,55,0,40,,Murrieta,California,92563,1,3492,Competitor had better devices
0257-ZESQC,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,80,0,27,,Perris,California,92571,1,4517,Attitude of support person
6825-UYPFK,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,47,0,23,Offer D,Sun City,California,92586,1,2115,Network reliability
8397-MVTAZ,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,22,0,34,Offer C,Sun City,California,92587,3,2568,Poor expertise of online support
9282-IZGQK,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,51,0,1,Offer E,Irvine,California,92612,3,5679,Don't know
1342-JPNKI,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,33,0,10,Offer D,Lake Forest,California,92630,3,2966,Don't know
2817-NTQDO,Male,No,No,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,52,0,13,Offer D,Huntington Beach,California,92646,3,4856,Poor expertise of online support
6986-IJDHX,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,29,0,39,Offer C,Huntington Beach,California,92648,1,3364,Competitor had better devices
5301-GAUUY,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,31,0,32,Offer C,Newport Beach,California,92661,1,5974,Competitor had better devices
0939-YAPAF,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,44,0,35,Offer C,Santa Ana,California,92701,3,2744,Competitor offered higher download speeds
4710-FDUIZ,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),Yes,50,0,56,,Santa Ana,California,92707,2,5170,Competitor offered more data
1218-VKFPE,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,48,0,12,Offer D,Anaheim,California,92805,1,3535,Competitor made better offer
3627-FHKBK,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,28,0,1,,Anaheim,California,92806,1,3244,Competitor had better devices
2865-TCHJW,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,74,0,4,,Anaheim,California,92807,1,5808,Competitor had better devices
5192-EBGOV,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,68,0,1,,Brea,California,92823,1,4880,Competitor had better devices
0719-SYFRB,Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes,52,0,12,Offer D,Norco,California,92860,1,5670,Competitor offered higher download speeds
3419-SNJJD,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,78,0,65,Offer B,Yorba Linda,California,92887,1,4196,Attitude of support person
6543-CPZMK,Male,No,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,32,0,9,Offer E,Ventura,California,93001,2,2573,Competitor offered more data
4765-OXPPD,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,Yes,20,0,9,Offer E,Ventura,California,93003,1,3983,Competitor offered more data
1009-IRMNA,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),Yes,27,0,7,Offer E,Port Hueneme,California,93041,3,4479,Attitude of support person
4554-YGZIH,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),Yes,75,0,49,Offer B,Summerland,California,93067,2,5059,Competitor made better offer
5099-BAILX,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,77,0,43,Offer B,Santa Barbara,California,93101,2,2728,Competitor made better offer
7207-RMRDB,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,20,0,65,,Santa Barbara,California,93110,1,5720,Competitor had better devices
4913-EHYUI,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,80,0,56,Offer B,Alpaugh,California,93201,1,6268,Competitor offered higher download speeds
0195-IESCP,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,26,0,10,Offer D,Armona,California,93202,3,3573,Competitor offered more data
4580-TMHJU,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes,57,0,43,,Avenal,California,93204,2,2152,Don't know
0970-ETWGE,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,38,0,1,Offer E,Bodfish,California,93205,2,4996,Competitor had better devices
1626-ERCMM,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,75,0,20,,Camp Nelson,California,93208,1,5604,Competitor had better devices
0887-HJGAR,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,57,0,1,Offer E,Coalinga,California,93210,3,2295,Competitor offered higher download speeds
5644-PDMZC,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,69,0,2,,Delano,California,93215,2,2065,Attitude of support person
9576-ANLXO,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,30,0,3,,Earlimart,California,93219,1,2876,Competitor offered higher download speeds
2024-BASKD,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes,23,0,1,Offer E,Exeter,California,93221,3,3860,Competitor offered more data
4160-AMJTL,Female,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,Yes,74,0,8,,Fellows,California,93224,2,5432,Attitude of support person
4464-JCOLN,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,Yes,40,0,2,Offer E,Huron,California,93234,3,2362,Attitude of support person
5650-VDUDS,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,48,0,4,Offer E,Kernville,California,93238,2,2038,Competitor made better offer
7538-GWHML,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,52,0,2,Offer E,Lemon Cove,California,93244,2,2323,Competitor made better offer
3859-CVCET,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,47,0,4,,Lindsay,California,93247,1,2864,Competitor had better devices
3276-HDUEG,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,23,0,1,Offer E,Temecula,California,92592,2,4838,Competitor made better offer
0823-HSCDJ,Male,Yes,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,76,0,52,,Temecula,California,92592,2,5597,Competitor made better offer
0822-GAVAP,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,19,0,2,Offer E,Posey,California,93260,1,3146,Competitor made better offer
1448-PWKYE,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,48,0,1,Offer E,Shafter,California,93263,1,2046,Competitor had better devices
0067-DKWBL,Male,Yes,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,69,0,2,,San Diego,California,92129,2,3475,Competitor made better offer
2276-YDAVZ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,63,0,3,Offer E,San Diego,California,92129,3,4965,Competitor made better offer
5896-NPFWW,Male,No,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,23,0,3,,San Diego,California,92129,1,3273,Competitor made better offer
7133-VBDCG,Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,54,0,25,Offer C,San Diego,California,92129,2,4535,Competitor made better offer
1029-QFBEN,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,27,0,1,,San Diego,California,92129,2,3556,Competitor made better offer
4952-YSOGZ,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,48,0,4,,San Diego,California,92129,3,5640,Competitor made better offer
1589-AGTLK,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,26,0,3,,San Diego,California,92129,3,2450,Don't know
5244-IRFIH,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,72,0,33,,San Diego,California,92129,3,4333,Poor expertise of online support
2684-EIWEO,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),Yes,69,0,30,,San Diego,California,92129,1,2482,Competitor made better offer
6439-GTPCA,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,29,0,45,,San Diego,California,92129,1,5269,Competitor made better offer
5138-WVKYJ,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,51,0,10,Offer D,San Diego,California,92129,1,3658,Competitor made better offer
6683-VLCTZ,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,73,0,20,,San Diego,California,92129,3,5444,Competitor made better offer
2189-WWOEW,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,37,0,15,,Keene,California,93531,3,3579,Don't know
1894-IGFSG,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,38,0,22,,Lancaster,California,93535,1,3161,Competitor had better devices
7379-POKDZ,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,31,0,3,,Lancaster,California,93536,1,3038,Competitor had better devices
0236-HFWSV,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,49,0,15,,Palmdale,California,93552,1,5264,Competitor had better devices
3900-AQPHZ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,45,0,1,,Pearblossom,California,93553,2,4248,Attitude of support person
5842-POCOP,Female,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,Yes,37,0,5,,Randsburg,California,93554,1,4356,Competitor offered higher download speeds
2037-XJFUP,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,24,0,33,Offer C,Temecula,California,92592,2,4161,Competitor made better offer
7314-OXENN,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,42,0,2,,Temecula,California,92592,3,3051,Competitor made better offer
0322-CHQRU,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,63,0,2,,Palmdale,California,93591,1,3478,Competitor had better devices
4678-DVQEO,Female,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,41,0,1,,Bass Lake,California,93604,1,4138,Competitor made better offer
0691-IFBQW,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,65,0,46,,Biola,California,93606,1,2403,Competitor made better offer
3009-JWMPU,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,58,0,62,Offer B,Five Points,California,93624,2,5016,Attitude of service provider
1450-GALXR,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,33,0,10,,Friant,California,93626,1,5184,Competitor had better devices
3138-BKYAV,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,61,0,6,,Kerman,California,93630,3,4694,Attitude of service provider
4289-DTDKW,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,54,0,40,Offer B,Madera,California,93637,1,2576,Competitor had better devices
1820-TQVEV,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,27,0,1,Offer E,Madera,California,93638,2,3042,Attitude of support person
2239-JALAW,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,20,0,58,Offer B,Escondido,California,92027,1,6105,Competitor made better offer
4853-RULSV,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),Yes,25,0,70,Offer A,Miramonte,California,93641,1,4544,Attitude of service provider
6275-YDUVO,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,Yes,62,0,2,Offer E,Orosi,California,93647,3,2969,Attitude of service provider
0115-TFERT,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,24,0,21,,Fresno,California,93650,3,4123,Attitude of service provider
2311-QYMUQ,Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,41,0,16,,San Joaquin,California,93660,3,3696,Attitude of support person
3643-AHCFP,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,74,0,7,,Selma,California,93662,3,3265,Competitor made better offer
3104-OWCGK,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,Yes,21,0,60,Offer B,South Dos Palos,California,93665,3,4111,Moved
9101-BWFSS,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,Yes,58,0,50,Offer B,Tollhouse,California,93667,2,4274,Moved
9231-ZJYAM,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,65,0,4,,Squaw Valley,California,93675,3,5301,Moved
6982-SSHFK,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,45,0,1,Offer E,Fresno,California,93703,1,3522,Competitor had better devices
0727-BMPLR,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,66,0,55,,Fresno,California,93706,3,5679,Competitor offered higher download speeds
1038-ZAGBI,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),Yes,59,0,12,,Fresno,California,93711,3,2653,Attitude of support person
3027-ZTDHO,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,21,0,1,Offer E,Fresno,California,93721,1,5951,Don't know
2382-BCKQJ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,Yes,41,0,62,Offer B,Escondido,California,92027,3,5600,Competitor made better offer
2207-NHRJK,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes,58,0,1,Offer E,Carmel,California,93923,1,3718,Competitor had better devices
0947-MUGVO,Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,71,0,20,,Jolon,California,93928,1,5849,Competitor had better devices
9944-HKVVB,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,55,0,3,Offer E,King City,California,93930,1,5861,Competitor had better devices
4124-MMETB,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,52,0,22,,Lockwood,California,93932,2,3665,Competitor offered higher download speeds
3671-SHRSP,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,Yes,46,0,4,Offer E,Marina,California,93933,3,3080,Competitor offered more data
3313-QKNKB,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,Yes,24,0,59,Offer B,Pebble Beach,California,93953,3,6304,Competitor offered more data
5073-WXOYN,Female,No,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,58,0,60,Offer B,Belmont,California,94002,2,4941,Competitor offered more data
0207-MDKNV,Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes,54,0,15,,Daly City,California,94014,1,2122,Competitor made better offer
9851-KIELU,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,53,0,10,,Loma Mar,California,94021,1,5803,Competitor made better offer
3908-BLSYF,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes,40,0,6,,Los Altos,California,94024,1,3962,Competitor had better devices
7549-MYGPK,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,48,0,63,Offer B,Mountain View,California,94040,2,5413,Price too high
3804-RVTGV,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,55,0,50,Offer B,Mountain View,California,94043,2,5812,Price too high
9227-LUNBG,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,39,0,1,,Pescadero,California,94060,2,5768,Price too high
4315-MURBD,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,64,0,12,,San Bruno,California,94066,1,5559,Price too high
9734-YWGEX,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes,27,0,9,,South San Francisco,California,94080,2,2954,Price too high
2719-BDAQO,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,36,0,17,,Sunnyvale,California,94086,1,4940,Price too high
0781-LKXBR,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,65,0,9,,San Francisco,California,94102,1,4038,Competitor had better devices
1907-UBQFC,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,69,0,10,,San Francisco,California,94108,1,3189,Competitor had better devices
6513-EECDB,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,75,0,1,,San Francisco,California,94114,2,4369,Price too high
7074-IEVOJ,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,75,0,3,,San Francisco,California,94130,1,3501,Product dissatisfaction
9625-QSTYE,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,37,0,13,,San Francisco,California,94131,1,4806,Competitor had better devices
4750-ZRXIU,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,68,0,4,,Palo Alto,California,94304,1,2467,Competitor had better devices
6400-BWQKW,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,51,0,6,,San Mateo,California,94402,1,3263,Network reliability
6680-WKXRZ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,32,0,3,,Antioch,California,94509,3,2054,Don't know
7028-DVOIQ,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,71,0,35,,Birds Landing,California,94512,1,2074,Don't know
4208-UFFGW,Male,Yes,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,80,0,2,Offer E,Byron,California,94514,2,5900,Don't know
9448-REEVD,Male,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes,21,0,1,,Concord,California,94520,3,3700,Don't know
9117-SHLZX,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,36,0,1,,Fremont,California,94538,3,3571,Poor expertise of phone support
9889-TMAHG,Male,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes,66,0,8,,Fremont,California,94539,1,5084,Competitor had better devices
