Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,20,0,65,,Santa Barbara,California,93110,1,5720,Competitor had better devices
Male,1,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),1,80,0,56,Offer B,Alpaugh,California,93201,1,6268,Competitor offered higher download speeds
Male,0,1,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,26,0,10,Offer D,Armona,California,93202,3,3573,Competitor offered more data
Female,0,1,0,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,1,57,0,43,,Avenal,California,93204,2,2152,Don't know
Male,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,38,0,1,Offer E,Bodfish,California,93205,2,4996,Competitor had better devices
Male,1,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,75,0,20,,Camp Nelson,California,93208,1,5604,Competitor had better devices
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,57,0,1,Offer E,Coalinga,California,93210,3,2295,Competitor offered higher download speeds
Female,1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,1,69,0,2,,Delano,California,93215,2,2065,Attitude of support person
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,30,0,3,,Earlimart,California,93219,1,2876,Competitor offered higher download speeds
Female,0,0,0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,1,23,0,1,Offer E,Exeter,California,93221,3,3860,Competitor offered more data
Female,1,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,1,74,0,8,,Fellows,California,93224,2,5432,Attitude of support person
Male,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,1,40,0,2,Offer E,Huron,California,93234,3,2362,Attitude of support person
Female,0,0,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,48,0,4,Offer E,Kernville,California,93238,2,2038,Competitor made better offer
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,52,0,2,Offer E,Lemon Cove,California,93244,2,2323,Competitor made better offer
Female,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,1,47,0,4,,Lindsay,California,93247,1,2864,Competitor had better devices
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,23,0,1,Offer E,Temecula,California,92592,2,4838,Competitor made better offer
Male,1,0,0,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,76,0,52,,Temecula,California,92592,2,5597,Competitor made better offer
Female,0,0,0,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,19,0,2,Offer E,Posey,California,93260,1,3146,Competitor made better offer
Male,0,1,0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,1,48,0,1,Offer E,Shafter,California,93263,1,2046,Competitor had better devices
Male,1,0,0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,1,69,0,2,,San Diego,California,92129,2,3475,Competitor made better offer
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),1,63,0,3,Offer E,San Diego,California,92129,3,4965,Competitor made better offer
Male,0,1,0,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,1,23,0,3,,San Diego,California,92129,1,3273,Competitor made better offer
Female,0,0,0,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,54,0,25,Offer C,San Diego,California,92129,2,4535,Competitor made better offer
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,1,27,0,1,,San Diego,California,92129,2,3556,Competitor made better offer
Female,0,1,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,48,0,4,,San Diego,California,92129,3,5640,Competitor made better offer
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,26,0,3,,San Diego,California,92129,3,2450,Don't know
Male,1,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,72,0,33,,San Diego,California,92129,3,4333,Poor expertise of online support
Female,1,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Credit card (automatic),1,69,0,30,,San Diego,California,92129,1,2482,Competitor made better offer
Female,0,0,0,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,1,29,0,45,,San Diego,California,92129,1,5269,Competitor made better offer
Male,0,0,0,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,1,51,0,10,Offer D,San Diego,California,92129,1,3658,Competitor made better offer
Male,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,73,0,20,,San Diego,California,92129,3,5444,Competitor made better offer
Female,0,0,0,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),1,37,0,15,,Keene,California,93531,3,3579,Don't know
Female,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,1,38,0,22,,Lancaster,California,93535,1,3161,Competitor had better devices
Male,0,1,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,31,0,3,,Lancaster,California,93536,1,3038,Competitor had better devices
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,49,0,15,,Palmdale,California,93552,1,5264,Competitor had better devices
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,1,45,0,1,,Pearblossom,California,93553,2,4248,Attitude of support person
Female,0,1,0,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,1,37,0,5,,Randsburg,California,93554,1,4356,Competitor offered higher download speeds
Male,0,1,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1,24,0,33,Offer C,Temecula,California,92592,2,4161,Competitor made better offer
Male,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,1,42,0,2,,Temecula,California,92592,3,3051,Competitor made better offer
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,63,0,2,,Palmdale,California,93591,1,3478,Competitor had better devices
Female,0,0,0,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,1,41,0,1,,Bass Lake,California,93604,1,4138,Competitor made better offer
Female,1,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,1,65,0,46,,Biola,California,93606,1,2403,Competitor made better offer
Male,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1,58,0,62,Offer B,Five Points,California,93624,2,5016,Attitude of service provider
Female,0,0,0,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,1,33,0,10,,Friant,California,93626,1,5184,Competitor had better devices
Male,0,0,0,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,1,61,0,6,,Kerman,California,93630,3,4694,Attitude of service provider
Male,0,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,54,0,40,Offer B,Madera,California,93637,1,2576,Competitor had better devices
Male,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,27,0,1,Offer E,Madera,California,93638,2,3042,Attitude of support person
Male,0,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),1,20,0,58,Offer B,Escondido,California,92027,1,6105,Competitor made better offer
Male,0,0,0,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),1,25,0,70,Offer A,Miramonte,California,93641,1,4544,Attitude of service provider
Female,0,0,0,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,1,62,0,2,Offer E,Orosi,California,93647,3,2969,Attitude of service provider
Male,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,1,24,0,21,,Fresno,California,93650,3,4123,Attitude of service provider
Female,0,1,0,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),1,41,0,16,,San Joaquin,California,93660,3,3696,Attitude of support person
Male,1,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1,74,0,7,,Selma,California,93662,3,3265,Competitor made better offer
Male,0,1,0,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,1,21,0,60,Offer B,South Dos Palos,California,93665,3,4111,Moved
Female,0,1,0,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Electronic check,1,58,0,50,Offer B,Tollhouse,California,93667,2,4274,Moved
Female,1,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,1,65,0,4,,Squaw Valley,California,93675,3,5301,Moved
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,1,45,0,1,Offer E,Fresno,California,93703,1,3522,Competitor had better devices
Female,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1,66,0,55,,Fresno,California,93706,3,5679,Competitor offered higher download speeds
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),1,59,0,12,,Fresno,California,93711,3,2653,Attitude of support person
Male,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,21,0,1,Offer E,Fresno,California,93721,1,5951,Don't know
Female,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,1,41,0,62,Offer B,Escondido,California,92027,3,5600,Competitor made better offer
Male,0,0,0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,1,58,0,1,Offer E,Carmel,California,93923,1,3718,Competitor had better devices
Male,1,1,0,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,1,71,0,20,,Jolon,California,93928,1,5849,Competitor had better devices
Female,0,0,0,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,55,0,3,Offer E,King City,California,93930,1,5861,Competitor had better devices
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1,52,0,22,,Lockwood,California,93932,2,3665,Competitor offered higher download speeds
Male,0,1,0,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,1,46,0,4,Offer E,Marina,California,93933,3,3080,Competitor offered more data
Male,0,1,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,1,24,0,59,Offer B,Pebble Beach,California,93953,3,6304,Competitor offered more data
Female,0,0,0,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,58,0,60,Offer B,Belmont,California,94002,2,4941,Competitor offered more data
Female,0,0,0,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,1,54,0,15,,Daly City,California,94014,1,2122,Competitor made better offer
Male,0,0,0,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,1,53,0,10,,Loma Mar,California,94021,1,5803,Competitor made better offer
Female,0,0,0,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,1,40,0,6,,Los Altos,California,94024,1,3962,Competitor had better devices
Female,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,1,48,0,63,Offer B,Mountain View,California,94040,2,5413,Price too high
Male,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1,55,0,50,Offer B,Mountain View,California,94043,2,5812,Price too high
Female,0,0,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,39,0,1,,Pescadero,California,94060,2,5768,Price too high
Female,0,0,0,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1,64,0,12,,San Bruno,California,94066,1,5559,Price too high
Female,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),1,27,0,9,,South San Francisco,California,94080,2,2954,Price too high
Male,0,0,0,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,1,36,0,17,,Sunnyvale,California,94086,1,4940,Price too high
Male,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,65,0,9,,San Francisco,California,94102,1,4038,Competitor had better devices
Male,1,0,0,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,1,69,0,10,,San Francisco,California,94108,1,3189,Competitor had better devices
Male,1,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,75,0,1,,San Francisco,California,94114,2,4369,Price too high
Female,1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,1,75,0,3,,San Francisco,California,94130,1,3501,Product dissatisfaction
Female,0,0,0,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,1,37,0,13,,San Francisco,California,94131,1,4806,Competitor had better devices
Female,1,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,68,0,4,,Palo Alto,California,94304,1,2467,Competitor had better devices
Female,0,0,0,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,1,51,0,6,,San Mateo,California,94402,1,3263,Network reliability
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),1,32,0,3,,Antioch,California,94509,3,2054,Don't know
Male,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,71,0,35,,Birds Landing,California,94512,1,2074,Don't know
Male,1,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,1,80,0,2,Offer E,Byron,California,94514,2,5900,Don't know
Male,0,1,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),1,21,0,1,,Concord,California,94520,3,3700,Don't know
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,36,0,1,,Fremont,California,94538,3,3571,Poor expertise of phone support
Male,1,0,0,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),1,66,0,8,,Fremont,California,94539,1,5084,Competitor had better devices
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,1,53,0,7,,Hayward,California,94541,3,4489,Attitude of support person
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,57,0,2,,Hayward,California,94545,2,3391,Competitor offered more data
Female,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,1,30,0,1,Offer E,Castro Valley,California,94546,2,2627,Competitor made better offer
Male,1,1,0,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,1,73,0,44,,Livermore,California,94550,1,4829,Competitor had better devices
Male,0,0,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,1,30,0,71,Offer A,Martinez,California,94553,1,5200,Competitor had better devices
Male,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,51,0,1,Offer E,Fremont,California,94555,3,5367,Competitor offered higher download speeds
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,1,77,0,62,,Napa,California,94558,1,5052,Competitor had better devices
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,41,0,1,Offer E,Pinole,California,94564,3,5228,Competitor offered higher download speeds
Female,1,1,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,76,0,33,,Pleasanton,California,94566,2,3601,Competitor offered more data
Female,0,0,0,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),1,28,0,35,Offer C,San Leandro,California,94579,2,2455,Competitor offered more data
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),1,61,0,34,Offer C,San Lorenzo,California,94580,2,2318,Competitor offered more data
Female,1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,65,0,4,Offer E,San Ramon,California,94583,2,5419,Competitor made better offer
Female,0,0,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,46,0,7,Offer E,Union City,California,94587,2,3077,Competitor made better offer
Male,1,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,75,0,27,,Pleasanton,California,94588,1,2377,Competitor had better devices
Female,0,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,1,33,0,18,,Walnut Creek,California,94595,1,4260,Competitor offered higher download speeds
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,26,0,2,,Walnut Creek,California,94596,1,5225,Competitor had better devices
Male,0,1,0,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1,39,0,32,Offer C,Walnut Creek,California,94598,1,5026,Competitor made better offer
Male,0,1,0,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,1,53,0,18,,Oakland,California,94606,1,2989,Competitor had better devices
Male,0,1,0,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),1,27,0,12,,Oakland,California,94607,1,2595,Competitor had better devices
Male,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,75,0,8,Offer E,Berkeley,California,94704,1,5906,Attitude of support person
Male,0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,1,62,0,26,Offer C,Albany,California,94706,3,2404,Competitor offered higher download speeds
Female,1,1,0,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,1,68,0,3,Offer E,Berkeley,California,94707,1,4486,Attitude of support person
Female,1,0,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,71,0,8,Offer E,Berkeley,California,94710,1,5662,Competitor had better devices
Male,0,1,0,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,1,44,0,38,,San Rafael,California,94903,1,2405,Competitor offered more data
Male,1,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),1,74,0,14,,Greenbrae,California,94904,3,4777,Competitor offered more data
Male,0,1,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,37,0,32,,Bodega Bay,California,94923,2,2356,Don't know
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,1,50,0,1,Offer E,Cotati,California,94931,3,5881,Competitor made better offer
Male,1,0,0,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,1,77,0,12,,Forest Knolls,California,94933,1,2437,Competitor had better devices
Female,0,0,0,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,1,55,0,5,Offer E,Larkspur,California,94939,2,2863,Competitor offered higher download speeds
Male,0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1,58,0,40,Offer B,Marshall,California,94940,3,3099,Competitor offered more data
